|,|__state,|__site_name,|__county,|__info,|__latitude,|__longitude,|__elev,|__station
572,UT,Lasal Mountain ,Grand,Horse Creek-Mill Creek ,38.48226,-109.27198,2919.1,LSMU1
573,NV,Laurel Draw ,Elko,Trail Creek ,41.77637,-116.02957,2036.4,LADN2
574,CA,Leavitt Lake ,Mono,Leavitt Creek-West Walker River ,38.27594,-119.61281,2926.7,LELC1
575,CA,Leavitt Meadows ,Mono,Leavitt Creek-West Walker River ,38.30367,-119.55111,2193.6,LVTC1
576,MT,Lemhi Ridge ,Beaverhead,Trail Creek ,44.9938,-113.44399,2468.9,LMHM8
577,WY,Lewis Lake Divide ,Teton,Lower Lewis River ,44.20862,-110.66628,2392.7,LWSW4
578,MT,Lick Creek ,Gallatin,Upper Hyalite Creek ,45.5041,-110.96625,2090.9,LCKM8
579,UT,Lily Lake ,Summit,Willow Creek-Bear River ,40.86493,-110.79813,2783.1,LLKU1
580,CO,Lily Pond ,Conejos,Headwaters Alamosa River ,37.37929,-106.54835,3352.8,LPDC2
582,UT,Little Bear ,Cache,South Fork Little Bear River ,41.40562,-111.82607,1995.5,LTBU1
583,UT,Little Grassy ,Washington,Little Pine Creek ,37.48631,-113.84582,1848.3,LGCU1
584,OR,Little Meadows ,Linn,Headwaters Quartzville Creek ,44.61297,-122.22565,1225.3,LMDO3
585,WY,Little Warm ,Fremont,Little Warm Spring Creek-Wind River ,43.50278,-109.752,2856,LTWW4
586,CO,Lizard Head Pass ,Dolores,Headwaters Dolores River ,37.79926,-107.92426,3109,LIZC2
587,CA,Lobdell Lake ,Mono,Deep Creek ,38.4374,-119.3667,2818.8,LOBC1
588,ID,Lolo Pass ,Idaho,West Fork Lolo Creek ,46.63448,-114.58072,1597.2,LPSI1
589,CO,Lone Cone ,San Miguel,Headwaters Beaver Creek ,37.89183,-108.19544,2926.1,LNCC2
590,MT,Lone Mountain ,Madison,South Fork West Fork Gallatin River ,45.27412,-111.42692,2706.6,BSKM8
591,WA,Lone Pine ,Skamania,Upper Clear Creek ,46.27143,-121.96288,1197.9,LPSW1
592,UT,Long Flat ,Washington,Pinto Creek ,37.51255,-113.39661,2432.6,LGFU1
593,UT,Long Valley Jct ,Kane,Headwaters East Fork Virgin River ,37.48756,-112.51458,2275,LVJU1
594,ID,Lookout ,Shoshone,Little North Fork South Fork Coeur d'Alene River-South Fork Coeur d'Alene River ,47.45792,-115.70577,1566.7,LKTI1
595,NM,Lookout Mountain ,Sierra,Taylor Creek ,33.36027,-107.83122,2590.8,LKTN5
596,UT,Lookout Peak ,Salt Lake,Parleys Creek ,40.83731,-111.70965,2487.2,LOPU1
597,WY,Loomis Park ,Sublette,Miner Creek-North Beaver Creek ,43.17387,-110.14007,2511.6,LOPW4
599,WA,Lost Horse ,Yakima,Upper Simcoe Creek ,46.3575,-121.08095,1560.6,LOHW1
600,ID,Lost Lake ,Shoshone,Lost Lake-Little North Fork Clearwater River ,47.07187,-115.95808,1862.3,LSLI1
601,ID,Lost-Wood Divide ,Blaine,Trail Creek ,43.82432,-114.26402,2407.9,LWDI1
602,CO,Loveland Basin ,Clear Creek,Headwaters Clear Creek ,39.67433,-105.69327,3474.7,LBAC2
603,MT,Lower Twin ,Madison,Upper North Meadow Creek ,45.50871,-111.92288,2407.9,LWTM8
604,MT,Lubrecht Flume ,Missoula,Upper Elk Creek ,46.88293,-113.32228,1426.5,LUBM8
605,OR,Lucky Strike ,Umatilla,West Birch Creek ,45.27478,-118.8479,1514.9,LUKO3
606,WA,Lyman Lake ,Chelan,Upper Railroad Creek ,48.19798,-120.91678,1822.7,LYLW1
607,CO,Lynx Pass ,Routt,Headwaters Rock Creek ,40.07806,-106.67028,2706.6,LYNC2
608,OR,Madison Butte ,Morrow,Chapin Creek-Rock Creek ,45.10513,-119.49585,1569.7,MDBO3
609,MT,Madison Plateau ,Gallatin,Lower South Fork Madison River ,44.58623,-111.11627,2362.2,MPLM8
610,ID,Magic Mountain ,Twin Falls,Headwaters Rock Creek ,42.18072,-114.28662,2097,MGMI1
612,UT,Mammoth-Cottonwood ,Sanpete,Cottonwood Canyon-San Pitch River ,39.68338,-111.3182,2654.2,MCDU1
613,MT,Many Glacier ,Glacier,Swiftcurrent Lake ,48.79698,-113.6705,1493.5,MANM8
614,OR,Marion Forks ,Linn,Minto Creek-North Santiam River ,44.59397,-121.97365,789.4,MRFO3
615,NV,Marlette Lake ,Carson City,Sand Harbor-Frontal Lake Tahoe ,39.16395,-119.89672,2402.7,MRLN2
616,WY,Marquette ,Park,Carter Creek-South Fork Shoshone River ,44.3016,-109.24019,2670.1,MRQW4
617,AZ,Maverick Fork ,Apache,Upper West Fork Black River ,33.92121,-109.45881,2804.2,MVFA3
618,CO,Mc Clure Pass ,Pitkin,Lee Creek ,39.12897,-107.28806,2895.6,MCPC2
619,OR,Mckenzie ,Lane,White Branch ,44.2103,-121.87292,1453.9,MKZO3
620,ID,Meadow Lake ,Lemhi,Upper Texas Creek ,44.43655,-113.31815,2788.9,MDLI1
621,UT,Merchant Valley ,Beaver,Merchant Creek ,38.30285,-112.43637,2652.7,MVYU1
622,CO,Mesa Lakes ,Mesa,Coon Creek ,39.05831,-108.05835,3048,MESC2
623,ID,Mica Creek ,Shoshone,Mica Creek ,47.15083,-116.26694,1374.7,MCKI1
624,CO,Middle Creek ,Mineral,Headwaters Red Mountain Creek ,37.61978,-107.03482,3429,MDLC2
625,WY,Middle Powder ,Washakie,Little Canyon Creek ,43.62728,-107.18138,2365.3,MDDW4
626,UT,Midway Valley ,Iron,Midway Valley-Midway Creek ,37.56933,-112.83849,2995,MDVU1
627,ID,Mill Creek Summit ,Custer,Upper Yankee Fork ,44.47212,-114.48992,2682.2,MLKI1
628,UT,Mill-D North ,Salt Lake,Headwaters Big Cottonwood Canyon ,40.65883,-111.63682,2731.3,MLDU1
629,CO,Mineral Creek ,San Juan,Mineral Creek ,37.74932,-107.72657,3060.2,MINC2
631,UT,Mining Fork ,Tooele,South Willow Creek-Frontal Great Salt Lake ,40.49384,-112.6114,2528,MFKU1
632,CO,Molas Lake ,San Juan,Tenmile Creek-Animas River ,37.74932,-107.68866,3200.4,MLSC2
633,CA,Monitor Pass ,Alpine,Leviathan Canyon ,38.6683,-119.6087,2531.1,MNPC1
634,UT,Monte Cristo ,Cache,Sheep Creek ,41.46547,-111.49688,2722.2,MCRU1
635,MT,Monument Peak ,Park,East Fork Boulder River ,45.21759,-110.237,2697.5,MNPM8
636,ID,Moonshine ,Lemhi,Upper Sawmill Creek ,44.4147,-113.39812,2267.7,MNSI1
637,ID,Mores Creek Summit ,Boise,Middle Crooked River ,43.932,-115.66588,1859.3,MRKI1
638,ID,Moose Creek ,Lemhi,Upper North Fork Salmon River ,45.67008,-113.95315,1889.8,MOKI1
639,ID,Morgan Creek ,Lemhi,Headwaters Panther Creek ,44.84263,-114.26897,2316.5,MRGI1
640,AZ,Mormon Mountain ,Coconino,Mormon Lake ,34.94109,-111.51849,2286,MRMA3
642,WA,Morse Lake ,Yakima,Upper American River ,46.90585,-121.4827,1649,MRSW1
643,UT,Mosby Mtn. ,Uintah,Mosby Sink-Dry Fork ,40.60798,-109.8881,2911.5,MMTU1
644,WA,Moses Mtn ,Okanogan,Upper Omak Creeek ,48.36163,-119.08159,1527.1,MMSW1
645,ID,Mosquito Ridge ,Shoshone,Upper North Fork Coeur d'Alene River ,48.05737,-116.23052,1585,MOQI1
646,MT,Moss Peak ,Lake,Polson ,47.68493,-113.9623,2066.5,MSPM8
647,OR,Moss Springs ,Union,Mill Creek ,45.27173,-117.68747,1755.7,MOSO3
648,WA,Mount Crag ,Jefferson,Tunnel Creek ,47.7637,-123.026,1207,MTCW1
649,MT,Mount Lockhart ,Teton,Middle North Fork Teton River ,47.91727,-112.8238,1950.7,MTKM8
650,ID,Mountain Meadows ,Idaho,Headwaters Meadow Creek ,45.69694,-115.22972,1938.5,MTMI1
651,OR,Mt Hood Test Site ,Clackamas,Upper Salmon River ,45.32097,-121.7158,1636.8,MTHO3
652,NV,Mt Rose Ski Area ,Washoe,Hidden Valley-Steamboat Creek ,39.31573,-119.89473,2681.9,MRSN2
653,OR,Mt. Howard ,Wallowa,Upper Prairie Creek ,45.26522,-117.17373,2411,MHWO3
654,ID,Mud Flat ,Owyhee,Upper Pole Creek ,42.58526,-116.55925,1746.5,MDFI1
655,OR,Mud Ridge ,Clackamas,Upper Salmon River ,45.25362,-121.73673,1240.5,MUDO3
656,MT,Mule Creek ,Beaverhead,Birch Creek ,45.40957,-112.95927,2529.8,MULM8
657,MT,N Fk Elk Creek ,Powell,Upper Elk Creek ,46.8716,-113.27725,1905,NFEM8
658,CO,Nast Lake ,Pitkin,Deeds Creek-Fryingpan River ,39.29722,-106.60694,2651.8,NSSC2
660,OR,New Crescent Lake ,Klamath,Upper Crescent Creek ,43.51185,-121.94982,1496.6,NCLO3
661,WY,New Fork Lake ,Sublette,Marsh Creek-New Fork River ,43.11265,-109.94947,2542,NFLW4
662,MT,Nez Perce Camp ,Ravalli,Nez Pierce Fork-Nelson Lake ,45.73107,-114.48075,1722.1,NZCM8
663,CO,Niwot ,Boulder,North Boulder Creek ,40.03523,-105.54426,3020.6,NIWC2
664,MT,Noisy Basin ,Flathead,Flathead River-Rose Creek ,48.15678,-113.94637,1841,NOIM8
665,NM,North Costilla ,Taos,Casias Creek-Costillo Creek ,36.99378,-105.25963,3230.9,NCSN5
666,OR,North Fork ,Multnomah,Middle Bull Run River ,45.5505,-122.00283,932.7,NFRO3
667,MT,North Fork Jocko ,Missoula,Middle Fork Jocko River ,47.2726,-113.75617,1929.4,NFJM8
668,WY,North French Creek ,Carbon,French Creek ,41.3308,-106.37555,3087.6,NFCW4
669,CO,North Lost Trail ,Gunnison,Yule Creek-Crystal River ,39.07813,-107.14389,2804.2,NLSC2
670,MT,Northeast Entrance ,Yellowstone National Park,Upper Soda Butte Creek ,45.00565,-110.01406,2240.3,NORM8
671,OR,Ochoco Meadows ,Crook,Headwaters Ochoco Creek ,44.42917,-120.3311,1655.1,OCMO3
672,WA,Olallie Meadows ,King,Upper South Fork Snoqualmie River ,47.37406,-121.44213,1228.3,OMWW1
673,WY,Old Battle ,Carbon,Cow Creek ,41.15397,-106.96937,3048,OLDW4
675,CO,Overland Res. ,Delta,Cow Creek ,39.09056,-107.63472,2999.2,OVRC2
676,WY,Owl Creek ,Hot Springs,Middle Fork Owl Creek ,43.65868,-109.00988,2735.6,OLWW4
677,ID,Oxford Spring ,Oneida,Lower Deep Creek ,42.26015,-112.12515,2054.4,OXSI1
679,WA,Paradise ,Pierce,Headwaters Nisqually River ,46.78265,-121.74765,1563.6,AFSW1
680,CO,Park Cone ,Gunnison,Taylor Park Reservoir ,38.81996,-106.58974,2926.1,PKCC2
681,WA,Park Creek Ridge ,Chelan,Park Creek-Stehekin River ,48.44488,-120.91551,1402.1,PCRW1
682,CO,Park Reservoir ,Delta,Surface Creek ,39.04644,-107.87414,3035.8,PRVC2
683,WY,Parker Peak ,Park,Little Lamar River-Lamar River ,44.73396,-109.91484,2865.1,PRKW4
684,UT,Parleys Summit ,Summit,Big Dutch Hollow-East Canyon Creek ,40.76184,-111.62917,2311.6,PSUU1
686,UT,Payson R.S. ,Utah,Peteetneet Creek ,39.92976,-111.63109,2451.5,PYSU1
687,OR,Peavine Ridge ,Clackamas,Cot Creek-Oat Grove Fork Clackamas River ,45.04148,-121.93252,1042.4,PVRO3
688,CO,Phantom Valley ,Grand,Headwaters Colorado River ,40.39937,-105.84757,2752.3,PHTC2
689,WY,Phillips Bench ,Teton,Fish Creek ,43.51948,-110.91103,2499.4,PHBW4
690,MT,Pickfoot Creek ,Meagher,Upper Camas Creek ,46.57978,-111.26832,2026.9,PCKM8
691,UT,Pickle Keg ,Sevier,Skumpah Creek-Salina Creek ,39.01219,-111.58259,2749,PKLU1
692,WA,Pigtail Peak ,Yakima,Clear Creek ,46.62153,-121.38643,1767.8,PGPW1
693,MT,Pike Creek ,Pondera,Upper South Fork Two Medicine River ,48.30305,-113.32868,1807.5,PICM8
694,UT,Pine Creek ,Millard,Pine Creek ,38.88185,-112.24915,2661.8,PCKU1
695,ID,Pine Creek Pass ,Teton,Warm Creek ,43.56998,-111.21157,2048.3,PCPI1
696,MT,Placer Basin ,Sweet Grass,Upper East Boulder River ,45.41905,-110.08844,2691.4,PLCM8
697,CA,Poison Flat ,Alpine,Bryant Creek-East Fork Carson River ,38.50576,-119.62624,2357.3,XXXC1
698,NV,Pole Creek R.S. ,Elko,Upper Big Flat Creek ,41.87306,-115.24694,2539,PRSN2
699,WA,Pope Ridge ,Chelan,Lake Creek-Entiat River ,47.9909,-120.56622,1094.2,PPRW1
700,MT,Porcupine ,Park,Porcupine Creek ,46.11192,-110.4696,1981.2,PRPM8
701,CO,Porphyry Creek ,Gunnison,Porphyry Creek-Tomichi Creek ,38.48884,-106.33965,3279.7,PRPC2
702,WA,Potato Hill ,Yakima,Muddy Fork Cispus River ,46.34963,-121.51435,1374.7,PTHW1
703,WY,Powder River Pass ,Johnson,Upper Canyon Creek ,44.16188,-107.12622,2889.5,PWDW4
704,ID,Prairie ,Elmore,Lower Smith Creek ,43.50513,-115.573,1463,PRAI1
705,AZ,Promontory ,Coconino,Upper Willow Creek ,34.36824,-111.01084,2417.1,PROA3
706,OR,Quartz Mountain ,Lake,Middle South Fork Sprague River ,42.31923,-120.82533,1743.5,QRMO3
707,WA,Quartz Peak ,Spokane,Upper Deadman Creek ,47.87927,-117.08938,1432.6,QUPW1
708,NM,Quemazon ,Los Alamos,Los Alamos Canyon ,35.92244,-106.39203,2895.6,QMZN5
709,CO,Rabbit Ears ,Routt,Harrison Creek ,40.36783,-106.74038,2865.1,RESC2
710,OR,Railroad Overpass ,Lane,Middle Salt Creek ,43.65887,-122.21272,816.9,RROO3
711,WA,Rainy Pass ,Chelan,Canada ,48.51865,-120.7358,1490.5,RAIW1
712,OR,Red Hill ,Hood River,Lower Middle Fork Hood River ,45.4643,-121.70428,1344.2,REDO3
713,CO,Red Mountain Pass ,San Juan,Mineral Creek ,37.8918,-107.71342,3413.8,RMPC2
714,UT,Red Pine Ridge ,Emery,Lowry Water ,39.45196,-111.2722,2738.9,RPRU1
715,NM,Red River Pass #2 ,Colfax,Upper Red River ,36.69925,-105.34125,3002.3,RRPN5
716,WY,Reno Hill ,Natrona,Upper Deer Creek ,42.57111,-106.08889,2560.3,RNHW4
717,CO,Ripple Creek ,Rio Blanco,Snell Creek-North Fork White River ,40.10812,-107.29411,3151.6,RCPC2
718,CO,Roach ,Larimer,La Garde Creek ,40.87502,-106.04603,2956.6,ROAC2
719,OR,Roaring River ,Lane,Roaring River-South Fork McKenzie River ,43.90098,-122.03063,1508.8,RORO3
720,UT,Rock Creek ,Duchesne,South Fork Rock Creek ,40.54875,-110.69292,2403.4,RCKU1
721,OR,Rock Springs ,Grant,Calamity Creek ,44.00883,-118.83842,1612.4,RCSO3
722,MT,Rocker Peak ,Jefferson,Cataract Creek ,46.35613,-112.26176,2438.4,RKPM8
723,UT,Rocky Basin-Settleme ,Tooele,Settlement Canyon ,40.44292,-112.22377,2652.4,RBSU1
724,CA,Rubicon #2 ,El Dorado,General Creek-Frontal Lake Tahoe ,38.99927,-120.13139,2322,RUBC1
725,MT,S Fork Shields ,Park,Bennett Creek-Shields River ,46.0896,-110.43363,2468.9,SFSM8
726,OR,Saddle Mountain ,Washington,Headwaters Tualatin River ,45.54477,-123.37315,947.9,SDMO3
727,MT,Saddle Mtn. ,Beaverhead,Camp Creek ,45.69259,-113.96828,2420.1,SDMM8
728,WA,Salmon Meadows ,Okanogan,Canada ,48.65518,-119.8383,1359.4,SAMW1
729,OR,Salt Creek Falls ,Lane,Upper Salt Creek ,43.61193,-122.11758,1286.3,SCFO3
730,WY,Salt River Summit ,Lincoln,Cedar Creek-Salt River ,42.5075,-110.9099,2365.3,SLTW4
731,WY,Sand Lake ,Carbon,Deep Creek-Rock Creek ,41.46257,-106.28107,3063.2,SNLW4
732,WY,Sandstone RS ,Carbon,Little Sandstone Creek ,41.11172,-107.1706,2484.1,SRSW4
733,OR,Santiam Jct. ,Linn,Parks Creek-Lost Lake ,44.43503,-121.94502,1140,SAJO3
734,WA,Sasse Ridge ,Kittitas,Upper Cle Elum River ,47.38485,-121.06323,1322.8,SASW1
735,ID,Savage Pass ,Idaho,Lower Colt Killed Creek ,46.46633,-114.63333,1880.6,SVPI1
736,OR,Schneider Meadows ,Baker,Clear Creek ,45.00107,-117.16522,1645.9,SCHO3
737,CO,Schofield Pass ,Gunnison,South Fork Crystal River ,39.01522,-107.04877,3261.4,SOSC2
738,ID,Schweitzer Basin ,Bonner,Middle Fork East River-East River ,48.37428,-116.63917,1856.2,STZI1
739,CO,Scotch Creek ,Dolores,Scotch Creek-Dolores River ,37.64556,-108.00786,2773.7,SHSC2
740,ID,Secesh Summit ,Valley,Headwaters North Fork Payette River ,45.1885,-115.97305,1987.3,SCSI1
741,ID,Sedgwick Peak ,Bannock,Dempsey Creek ,42.52497,-111.95635,2392.7,SEPI1
742,UT,Seeley Creek ,Sanpete,Seely Creek ,39.31042,-111.43297,3018.4,SEEU1
743,OR,Seine Creek ,Washington,Sain Creek-Scoggins Creek ,45.52688,-123.29857,627.9,SECO3
744,NM,Senorita Divide #2 ,Rio Arriba,Headwaters Rio de Las Vacas ,36.00198,-106.83348,2621.3,SENN5
745,OR,Sevenmile Marsh ,Klamath,Sevenmile Creek ,42.69825,-122.14165,1737.4,SVMO3
746,NV,Seventysix Creek ,Elko,Annie Creek-Bruneau River ,41.73732,-115.47215,2240,SSCN2
747,ID,Shanghi Summit ,Clearwater,Upper Orogrande Creek ,46.56611,-115.74194,1392.9,SHAI1
748,WA,Sheep Canyon ,Cowlitz,Headwaters South Fork Toutle River ,46.19325,-122.25393,1216.2,SHPW1
749,ID,Sheep Mtn. ,Bingham,Horse Creek-Willow Creek ,43.20933,-111.68777,2002.5,SPMI1
751,WY,Shell Creek ,Big Horn,Willett Creek-Shell Creek ,44.50012,-107.42947,2920,SCRW4
752,ID,Sherwin ,Latah,West Fork St Maries River ,46.95028,-116.33972,975.4,SHWI1
753,MT,Short Creek ,Madison,Lazyman Creek-Ruby River ,44.97572,-111.95215,2133.6,SHCM8
754,MT,Shower Falls ,Gallatin,Upper Hyalite Creek ,45.40125,-110.95758,2468.9,SHFM8
755,NM,Signal Peak ,Grant,Lake Roberts-Sapillo Creek ,32.92401,-108.14538,2548.1,SGNN5
756,OR,Silver Creek ,Lake,West Fork Silver Creek ,42.95615,-121.18123,1749.6,SVCO3
757,NM,Silver Creek Divide ,Catron,Mineral Creek ,33.37106,-108.70618,2743.2,SCDN5
759,OR,Silvies ,Harney,Mud Creek ,42.75333,-118.68785,2130.6,SLVO3
760,MT,Skalkaho Summit ,Granite,Middle West Fork Ross Creek ,46.24212,-113.7725,2209.8,SKAM8
761,ID,Slug Creek Divide ,Caribou,Headwaters Slug Creek ,42.56248,-111.2979,2202.2,SLGI1
762,CO,Slumgullion ,Hinsdale,Headwaters Cebolla Creek ,37.9908,-107.20327,3486.9,SLMC2
763,UT,Smith Morehouse ,Summit,Moffit Creek-Weber River ,40.78931,-111.09192,2325.9,SMMU1
764,WY,Snake River Station ,Teton,Sheffield Creek-Snake River ,44.13361,-110.66917,2109.2,SKRW4
765,WY,Snider Basin ,Sublette,Upper South Piney Creek ,42.4949,-110.53203,2456.7,SNIW4
766,UT,Snowbird ,Salt Lake,Headwaters Little Cottonwood Canyon ,40.564,-111.655,2930.7,SBDU1
767,OR,Snow Mountain ,Harney,Crowsfoot Creek-Emigrant Creek ,43.94885,-119.54013,1898.9,SNWO3
769,ID,Soldier R.S. ,Camas,Upper Soldier Creek ,43.48407,-114.82692,1749.6,SRSI1
770,ID,Somsen Ranch ,Caribou,Upper Lanes Creek ,42.95275,-111.35933,2072.6,SORI1
771,CA,Sonora Pass ,Mono,Leavitt Creek-West Walker River ,38.31021,-119.6003,2673.7,SRAC1
772,WY,South Brush Creek ,Carbon,Barrett Creek-Brush Creek ,41.32943,-106.50248,2572.5,SBCW4
773,CO,South Colony ,Custer,Colony Creek-Grape Creek ,37.96811,-105.53787,3291.8,SCYC2
774,ID,South Mtn. ,Owyhee,Deer Creek-Big Boulder Creek ,42.76478,-116.90037,1981.2,SMTI1
775,WY,South Pass ,Fremont,Headwaters Little Popo Agie River ,42.57317,-108.84325,2755.4,SPSW4
776,WA,Spencer Meadow ,Skamania,Cussed Hollow-Lewis River ,46.1795,-121.92661,1036.3,SPMW1
777,WA,Spirit Lake ,Skamania,Headwaters North Fork Toutle River ,46.26113,-122.1772,1072.9,SPTW1
778,CA,Spratt Creek ,Alpine,Hot Springs Creek ,38.66627,-119.81741,1847.7,SPCC1
779,WY,Spring Creek Divide ,Sublette,Headwaters La Barge Creek ,42.5254,-110.6615,2743.2,SCDW4
780,CO,Spud Mountain ,San Juan,Lime Creek ,37.69866,-107.77715,3249.2,SPSC2
781,MT,Spur Park ,Judith Basin,Cleveland Creek ,46.77962,-110.62165,2468.9,SPRM8
782,ID,Squaw Flat ,Adams,Granite Creek-Middle Fork Weiser River ,44.77083,-116.24861,1902,SQFI1
783,MT,Sleeping Woman ,Sanders,East Fork Valley Creek ,47.17902,-114.33368,1874.5,SQPM8
784,CA,Squaw Valley G.C. ,Placer,Squaw Creek-Truckee River ,39.18986,-120.26576,2442.1,SQWC1
786,WY,St. Lawrence Alt ,Fremont,Saint Lawrence Creek ,43.03313,-109.17025,2627.4,SLAW4
787,MT,Stahl Peak ,Lincoln,Canada ,48.90902,-114.86298,1837.9,STAM8
788,WA,Stampede Pass ,King,Sunday Creek ,47.27427,-121.34162,1173.5,SMPW1
789,OR,Starr Ridge ,Grant,Starr Creek-Silvies River ,44.26423,-119.02162,1600.2,STRO3
790,UT,Steel Creek Park ,Summit,West Fork Smiths Fork ,40.90862,-110.50462,3095.6,SCKU1
791,WA,Stevens Pass ,King,Upper Tye River ,47.74607,-121.09288,1204,SVNW1
792,ID,Stickney Mill ,Custer,Summit Creek ,43.86117,-114.20902,2264.7,STMI1
793,CO,Stillwater Creek ,Grand,Stillwater Creek ,40.22543,-105.91977,2657.9,SCSC2
794,OR,Strawberry ,Lake,Barnes Valley Creek ,42.12587,-120.8361,1758.7,STWO3
795,UT,Strawberry Divide ,Wasatch,Mud Creek ,40.16488,-111.20663,2468.6,STDU1
797,CO,Stump Lakes ,San Juan,Virginia Gulch-Florida River ,37.47621,-107.63295,3413.8,STPC2
798,WY,Sucker Creek ,Sheridan,Upper South Tongue River ,44.7225,-107.40033,2706.6,SUCW4
800,OR,Summer Rim ,Lake,Headwaters Sycan River ,42.6957,-120.80158,2158,SMRO3
801,OR,Summit Lake ,Klamath,Summit Lake ,43.44907,-122.13808,1709.9,SMLO3
802,CO,Summit Ranch ,Summit,Rock Creek-Blue River ,39.71796,-106.15802,2865.1,SUMC2
803,ID,Sunset ,Shoshone,Canyon Creek-Upper South Fork Coeur d'Alene River ,47.55545,-115.82422,1688.6,SNSI1
804,WA,Surprise Lakes ,Skamania,Big Creek ,46.09497,-121.76345,1307.6,SPLW1
805,ID,Swede Peak ,Blaine,Upper Muldoon Creek ,43.626,-113.96887,2328.7,SWPI1
806,WY,Sylvan Lake ,Park,Clear Creek ,44.47764,-110.15651,2566.4,SYLW4
807,WY,Sylvan Road ,Park,Middle Creek ,44.46278,-110.13679,2170.2,SYRW4
809,CA,Tahoe City Cross ,Placer,Burton Creek-Frontal Lake Tahoe ,39.17148,-120.15468,2064.1,THOC1
810,OR,Taylor Butte ,Klamath,Chester Spring-Sycan River ,42.69108,-121.42592,1533.1,TYBO3
811,NV,Taylor Canyon ,Elko,Upper Taylors Canyon Creek ,41.22933,-116.02883,1936.1,TACN2
812,OR,Taylor Green ,Baker,South Fork Catherine Creek ,45.07707,-117.55067,1749.6,TYLO3
813,MT,Tepee Creek ,Madison,Middle West Fork Madison River ,44.78562,-111.71,2438.4,TPEM8
814,UT,Thaynes Canyon ,Summit,Kimball Creek ,40.62359,-111.53322,2818.5,THCU1
815,OR,Three Creeks Meadow ,Deschutes,Three Creek ,44.14425,-121.64095,1734.3,TCMO3
816,WY,Thumb Divide ,Teton,Big Thumb Creek-Yellowstone Lake ,44.36888,-110.57825,2432.3,THUW4
817,WA,Thunder Basin ,Skagit,Castle Fork ,48.52753,-120.9895,1316.7,THBW1
818,WY,Tie Creek ,Sheridan,Sheep Creek-Tongue River ,44.81243,-107.41017,2094,TIEW4
819,WY,Timber Creek ,Park,Rose Creek-Greybull River ,44.0274,-109.17879,2423.2,TICW4
820,UT,Timpanogos Divide ,Utah,Middle American Fork Canyon ,40.42796,-111.61699,2490.2,TIMU1
821,OR,Tipton ,Baker,Upper North Fork Burnt River ,44.65567,-118.42617,1569.7,TIPO3
822,WY,Togwotee Pass ,Teton,Brooks Lake Creek-Wind River ,43.74902,-110.0578,2920,TOGW4
823,UT,Tony Grove Lake ,Cache,Tony Grove Creek ,41.89837,-111.62967,2571.9,TGLU1
824,WA,Touchet ,Columbia,Wolf Creek ,46.11868,-117.8505,1685.5,TOHW1
825,CO,Tower ,Routt,Fish Creek ,40.53743,-106.6768,3200.4,TOWC2
826,WY,Townsend Creek ,Fremont,Sawmill Creek ,42.69525,-108.89572,2651.8,TWNW4
827,CO,Trapper Lake ,Garfield,Headwaters North Fork White River ,39.99884,-107.2362,2956.6,TLSC2
828,UT,Trial Lake ,Summit,Spring Canyon-Provo River ,40.67933,-110.94877,3031.2,TRLU1
829,CO,Trinchera ,Costilla,North Fork Trinchera Creek ,37.35328,-105.23233,3310.1,TCHC2
830,ID,Trinity Mtn. ,Elmore,Roaring River ,43.62903,-115.43818,2368.3,TRMI1
831,WY,Triple Peak ,Sublette,Upper South Cottonwood Creek ,42.76393,-110.5914,2590.8,TRPW4
832,WA,Trough ,Chelan,Colockum Creek ,47.23328,-120.29412,1670.3,TRGW1
833,UT,Trout Creek ,Uintah,North Fork Ashley Creek ,40.73915,-109.67265,2879.8,TCKU1
834,CA,Truckee #2 ,Placer,Martis Creek ,39.30087,-120.18407,1985.2,TRUC1
835,MT,Twelvemile Creek ,Ravalli,Lost Horse Creek ,46.14287,-114.44755,1706.9,TMCM8
836,MT,Twin Lakes ,Ravalli,Lost Horse Creek ,46.1438,-114.5056,1950.7,TWLM8
837,WY,Two Ocean Plateau ,Teton,Plateau Creek-Snake River ,44.15178,-110.22122,2816.4,TOPW4
838,CO,University Camp ,Boulder,North Boulder Creek ,40.03279,-105.57615,3139.4,UVCC2
839,CO,Upper Rio Grande ,Hinsdale,Rio Grande Reservoir ,37.72194,-107.26015,2865.1,URGC2
840,CO,Upper San Juan ,Mineral,Wolf Creek ,37.48576,-106.83535,3109,USJC2
841,WA,Upper Wheeler ,Chelan,Stemilt Creek ,47.28734,-120.37015,1319.8,UPWW1
842,CO,Vail Mountain ,Eagle,Middle Gore Creek ,39.61676,-106.38006,3139.4,VLMC2
843,CO,Vallecito ,La Plata,Indian Creek-Los Pinos River ,37.4851,-107.5068,3316.2,VALC2
844,UT,Vernon Creek ,Tooele,Vernon Creek ,39.93681,-112.41441,2231.1,VNCU1
845,ID,Vienna Mine ,Blaine,Smiley Creek ,43.79942,-114.85273,2731,VNNI1
846,CA,Virginia Lakes Ridge ,Mono,Virginia Creek ,38.07296,-119.23434,2867.9,VGAC1
847,MT,Waldron ,Teton,Middle North Fork Teton River ,47.91998,-112.79087,1706.9,CHUM8
848,CA,Ward Creek #3 ,Placer,Ward Creek-Frontal Lake Tahoe ,39.13545,-120.21865,2061.7,WRDC1
849,NV,Ward Mountain ,White Pine,Holt Creek ,39.13242,-114.95575,2789.5,WDMN2
